village,HHnum_in_village,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,room_no,bed_no,electricity,latrine,ownrent,leader,adopt
6,29,HINDUISM,N/A,1,0,0,0,0,1,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,30,HINDUISM,N/A,0,1,0,0,0,2,2,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,31,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,32,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,33,HINDUISM,N/A,0,0,0,1,0,4,0,"Yes, Private",None,OWNED,0,1
6,34,HINDUISM,N/A,0,1,0,0,0,2,4,"Yes, Government",None,OWNED,0,0
6,35,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
6,36,HINDUISM,N/A,0,0,0,1,0,2,0,No,None,RENTED,0,0
6,37,HINDUISM,N/A,0,0,0,0,1,4,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,38,HINDUISM,N/A,0,1,0,0,0,1,1,No,None,GIVEN BY GOVERNMENT,0,0
6,39,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,1
6,40,HINDUISM,N/A,0,1,0,0,0,2,1,"Yes, Government",None,OWNED,0,1
6,41,HINDUISM,N/A,0,1,0,0,0,3,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,1
6,42,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,43,HINDUISM,N/A,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
6,44,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
6,45,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,46,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
6,47,HINDUISM,N/A,0,0,0,1,0,2,2,No,None,GIVEN BY GOVERNMENT,0,0
6,48,HINDUISM,N/A,0,0,0,1,0,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,49,HINDUISM,N/A,0,1,0,0,0,4,5,"Yes, Government",None,GIVEN BY GOVERNMENT,1,1
6,50,HINDUISM,N/A,0,1,0,0,0,6,0,No,None,GIVEN BY GOVERNMENT,1,0
6,51,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,52,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,53,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,54,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,0
6,55,HINDUISM,N/A,0,1,0,0,0,2,0,No,None,OWNED,0,0
6,56,HINDUISM,N/A,0,0,0,1,0,3,1,"Yes, Private",None,OWNED,0,0
6,57,HINDUISM,N/A,0,0,0,1,0,1,1,No,None,GIVEN BY GOVERNMENT,0,0
6,58,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,59,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Government",None,OWNED,0,0
6,60,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,61,HINDUISM,N/A,0,1,0,0,0,2,0,No,None,GIVEN BY GOVERNMENT,0,0
6,62,HINDUISM,N/A,0,1,0,0,0,4,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,63,HINDUISM,N/A,0,0,0,1,0,3,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,64,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,65,HINDUISM,N/A,0,0,1,0,0,2,2,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,66,HINDUISM,N/A,0,0,0,0,1,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,67,HINDUISM,N/A,0,0,1,0,0,4,2,"Yes, Private",None,OWNED,0,1
6,68,HINDUISM,N/A,0,0,0,0,1,6,2,"Yes, Private",Owned,OWNED,0,0
6,69,HINDUISM,N/A,0,0,0,1,0,4,0,"Yes, Private",None,OWNED,1,0
6,70,HINDUISM,N/A,0,1,0,0,0,0,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,71,HINDUISM,N/A,0,0,0,1,0,3,1,"Yes, Government",Owned,GIVEN BY GOVERNMENT,0,1
6,72,HINDUISM,N/A,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
6,73,HINDUISM,N/A,0,0,0,1,0,3,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
6,74,HINDUISM,N/A,0,0,0,0,1,2,5,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
6,75,HINDUISM,N/A,0,1,0,0,0,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,1
6,76,HINDUISM,N/A,0,1,0,0,0,4,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,1
6,77,HINDUISM,N/A,0,0,1,0,0,4,1,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,78,HINDUISM,N/A,0,0,0,1,0,2,2,"Yes, Private",Owned,OWNED,0,1
6,79,HINDUISM,N/A,0,0,1,0,0,4,1,"Yes, Private",Owned,OWNED,0,0
6,80,HINDUISM,N/A,0,0,1,0,0,5,1,"Yes, Private",None,OWNED,0,1
6,81,HINDUISM,N/A,0,0,0,0,1,2,4,"Yes, Private",Owned,OWNED,0,0
6,82,HINDUISM,N/A,0,0,0,0,1,2,1,"Yes, Private",Owned,OWNED,0,0
6,83,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,0,0
6,84,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
6,85,HINDUISM,N/A,0,0,0,1,0,2,2,"Yes, Private",None,OWNED,0,0
6,86,HINDUISM,N/A,0,0,0,0,1,4,4,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
6,87,HINDUISM,N/A,0,0,1,0,0,3,3,No,None,OWNED,0,0
6,88,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,0
6,89,HINDUISM,N/A,0,0,1,0,0,2,1,"Yes, Private",None,OWNED,0,0
6,90,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,91,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,92,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED BUT SHARED,1,0
6,93,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,1
6,94,HINDUISM,N/A,0,0,0,0,1,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,1
6,95,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,96,HINDUISM,N/A,0,0,0,1,0,2,0,No,None,GIVEN BY GOVERNMENT,0,1
6,97,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,98,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,99,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,100,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",None,OWNED,0,0
6,101,HINDUISM,N/A,0,0,0,1,0,2,2,"Yes, Private",Owned,OWNED,0,0
6,102,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,103,HINDUISM,N/A,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
6,104,HINDUISM,N/A,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,1,0
6,105,HINDUISM,N/A,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
6,106,HINDUISM,N/A,0,0,0,1,0,3,2,"Yes, Private",Owned,OWNED,0,0
6,107,HINDUISM,N/A,0,0,0,0,1,3,4,"Yes, Private",Owned,OWNED,1,0
6,108,HINDUISM,N/A,0,0,1,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
6,109,HINDUISM,N/A,0,0,1,0,0,4,2,"Yes, Private",None,OWNED,1,0
6,110,HINDUISM,N/A,0,0,1,0,0,3,3,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,111,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
6,112,HINDUISM,N/A,0,0,0,0,1,4,4,"Yes, Private",None,OWNED,1,0
6,113,HINDUISM,N/A,0,0,0,1,0,3,1,"Yes, Private",Owned,OWNED,0,1
6,114,HINDUISM,N/A,0,0,0,1,0,6,3,"Yes, Private",Owned,OWNED,0,0
6,115,HINDUISM,N/A,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
6,116,HINDUISM,N/A,0,0,0,0,1,2,2,"Yes, Private",None,OWNED,0,0
6,117,HINDUISM,N/A,0,0,0,1,0,3,2,"Yes, Private",Owned,OWNED,0,0
6,118,HINDUISM,N/A,0,0,0,0,1,2,1,"Yes, Private",None,OWNED,1,1
6,119,HINDUISM,N/A,0,0,0,0,1,4,0,"Yes, Private",None,OWNED BUT SHARED,0,0
6,120,HINDUISM,N/A,0,0,0,0,1,4,0,"Yes, Private",None,OWNED BUT SHARED,1,0
6,121,HINDUISM,N/A,0,0,1,0,0,2,1,"Yes, Private",None,OWNED,0,0
6,122,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,123,HINDUISM,N/A,0,0,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
6,124,HINDUISM,N/A,0,0,0,1,0,2,2,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,125,HINDUISM,N/A,0,0,0,1,0,2,2,"Yes, Government",None,OWNED,0,0
6,126,HINDUISM,N/A,0,0,0,1,0,1,1,"Yes, Government",None,OWNED,0,0
6,127,HINDUISM,N/A,0,0,0,0,1,5,2,"Yes, Government",Owned,OWNED,0,1
6,128,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",None,OWNED,1,1
6,129,HINDUISM,N/A,0,0,0,1,0,2,2,"Yes, Private",Owned,OWNED,1,1
6,130,HINDUISM,N/A,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
6,131,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,132,HINDUISM,N/A,0,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,133,HINDUISM,N/A,0,0,0,0,1,4,1,"Yes, Private",Owned,OWNED,1,0
6,134,HINDUISM,N/A,0,0,0,1,0,1,0,"Yes, Private",Owned,OWNED,1,0
6,135,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,136,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,137,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,1,0
6,138,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,139,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,0
6,140,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
6,141,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
6,142,HINDUISM,N/A,0,0,0,1,0,3,2,"Yes, Private",None,OWNED,0,0
6,143,HINDUISM,N/A,0,0,1,0,0,2,3,"Yes, Private",Owned,OWNED,1,0
6,144,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
6,145,HINDUISM,N/A,0,0,0,1,0,3,0,"Yes, Private",None,OWNED,0,1
6,146,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
6,147,HINDUISM,N/A,0,0,0,0,1,1,1,"Yes, Private",Owned,OWNED,0,0
6,148,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,0,0
6,149,HINDUISM,N/A,0,0,0,0,1,2,3,"Yes, Private",Owned,OWNED,1,0
6,150,HINDUISM,N/A,0,0,0,0,1,4,1,"Yes, Private",Owned,OWNED,0,0
6,151,HINDUISM,N/A,0,0,0,0,1,5,2,"Yes, Private",Owned,OWNED,0,0
6,152,HINDUISM,N/A,0,0,0,0,1,2,1,"Yes, Private",Owned,OWNED,0,0
6,153,HINDUISM,N/A,0,0,0,0,1,3,3,"Yes, Private",Owned,OWNED,0,0
6,154,HINDUISM,N/A,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
6,155,HINDUISM,N/A,0,0,0,0,1,15,6,"Yes, Private",Owned,OWNED,1,0
6,156,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,157,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
6,158,HINDUISM,N/A,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,0,0
6,159,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Private",None,OWNED BUT SHARED,0,0
6,160,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,RENTED,0,0
6,161,HINDUISM,N/A,0,1,0,0,0,1,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,162,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,163,HINDUISM,N/A,0,0,1,0,0,4,2,"Yes, Private",None,OWNED,0,0
6,164,HINDUISM,N/A,0,0,0,0,1,4,2,"Yes, Private",None,OWNED,0,0
6,165,HINDUISM,N/A,0,0,0,0,1,3,2,"Yes, Private",Owned,OWNED,1,0
6,166,HINDUISM,N/A,0,0,1,0,0,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,167,HINDUISM,N/A,0,0,0,1,0,4,0,"Yes, Private",None,OWNED,0,1
6,168,HINDUISM,N/A,0,0,0,0,1,1,1,"Yes, Private",Owned,OWNED BUT SHARED,0,0
6,169,HINDUISM,N/A,0,0,0,0,1,5,3,"Yes, Private",None,OWNED BUT SHARED,0,0
6,170,HINDUISM,N/A,0,0,0,0,1,4,2,"Yes, Private",None,OWNED BUT SHARED,0,0
6,171,HINDUISM,N/A,0,0,1,0,0,4,9,"Yes, Private",None,OWNED,0,1
6,172,HINDUISM,N/A,0,0,1,0,0,2,2,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,1
6,173,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,0
6,174,HINDUISM,N/A,0,0,0,1,0,2,2,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
6,175,HINDUISM,N/A,0,0,1,1,0,2,1,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,176,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",None,OWNED,1,0
6,177,HINDUISM,N/A,0,0,1,0,0,4,3,"Yes, Private",None,OWNED,1,0
6,178,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,179,HINDUISM,N/A,0,0,0,0,1,6,2,"Yes, Private",Owned,OWNED,1,0
6,180,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
6,181,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,182,HINDUISM,N/A,0,0,0,1,0,4,3,"Yes, Private",None,OWNED,0,0
6,183,HINDUISM,N/A,0,0,0,1,0,2,1,"Yes, Private",None,OWNED,0,0
6,184,HINDUISM,N/A,0,0,0,0,1,5,0,"Yes, Private",None,OWNED,0,0
6,185,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,1
6,186,HINDUISM,N/A,0,0,1,0,0,2,2,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
6,187,HINDUISM,N/A,0,0,1,0,0,2,2,"Yes, Private",Owned,OWNED,0,0
6,188,HINDUISM,N/A,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
6,189,HINDUISM,N/A,0,1,0,0,0,1,0,No,None,RENTED,0,0
6,190,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
6,191,HINDUISM,N/A,0,0,0,1,0,1,1,"Yes, Private",None,OWNED,0,0
6,192,HINDUISM,N/A,0,0,0,1,0,4,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
6,193,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
6,194,HINDUISM,N/A,0,0,0,1,0,3,1,"Yes, Private",None,GIVEN BY GOVERNMENT,1,1
6,195,HINDUISM,N/A,0,0,0,1,0,3,2,"Yes, Private",None,OWNED,0,0
6,196,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Government",None,RENTED,0,0
6,197,HINDUISM,N/A,0,0,0,0,1,3,3,"Yes, Private",Owned,OWNED,1,0
6,198,HINDUISM,N/A,0,1,0,0,0,1,1,No,None,OWNED,0,0
6,199,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,0,0
6,200,HINDUISM,N/A,1,0,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
6,201,HINDUISM,N/A,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
6,202,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,1
6,203,HINDUISM,N/A,0,0,0,0,1,4,1,"Yes, Private",Owned,OWNED,0,0
6,204,HINDUISM,N/A,0,0,1,0,0,5,3,"Yes, Private",Owned,OWNED,0,0
6,205,HINDUISM,N/A,0,0,0,0,1,4,2,"Yes, Government",Owned,OWNED,0,0
6,206,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",None,OWNED,0,0
6,207,HINDUISM,N/A,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
7,1,HINDUISM,N/A,0,0,1,0,0,2,1,"Yes, Government",Owned,OWNED,0,0
7,2,HINDUISM,N/A,0,0,0,1,0,1,1,"Yes, Private",None,OWNED,1,0
7,3,HINDUISM,N/A,0,0,1,0,0,5,2,"Yes, Private",Owned,OWNED,1,0
7,4,HINDUISM,N/A,0,0,0,0,1,4,5,"Yes, Government",Owned,OWNED,1,0
7,5,HINDUISM,N/A,0,0,1,0,0,6,1,"Yes, Private",Owned,OWNED,0,0
7,6,HINDUISM,N/A,0,0,0,0,1,4,1,"Yes, Private",Owned,OWNED,0,0
7,7,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,0
7,8,HINDUISM,N/A,0,0,0,0,1,3,2,"Yes, Private",Owned,OWNED,0,0
7,9,ISLAM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,0
7,10,ISLAM,N/A,0,0,0,0,1,2,2,"Yes, Private",Owned,OWNED,0,0
7,11,ISLAM,N/A,0,0,1,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
7,12,ISLAM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,0
7,13,ISLAM,N/A,0,0,1,0,0,4,2,"Yes, Private",Owned,OWNED,0,0
7,14,HINDUISM,N/A,0,0,0,0,1,2,2,"Yes, Private",Owned,OWNED,0,0
7,15,ISLAM,N/A,0,0,1,1,0,2,0,"Yes, Private",Owned,OWNED,0,1
7,16,ISLAM,N/A,0,0,1,0,0,2,2,"Yes, Private",None,OWNED,0,0
7,17,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
7,18,ISLAM,N/A,0,0,1,0,0,1,1,"Yes, Government",Owned,RENTED,1,0
7,19,HINDUISM,N/A,1,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,1
7,20,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
7,21,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Government",Owned,OWNED,1,0
7,22,ISLAM,N/A,0,0,1,0,0,3,0,"Yes, Private",Owned,OWNED,0,0
7,23,ISLAM,N/A,0,0,1,0,0,4,0,"Yes, Government",Owned,OWNED,0,0
7,24,ISLAM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,0
7,25,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,1,0
7,26,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
7,27,HINDUISM,N/A,0,0,0,0,1,3,2,"Yes, Private",Owned,OWNED,0,0
7,28,HINDUISM,N/A,0,0,1,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
7,29,ISLAM,N/A,0,0,1,0,0,1,1,No,None,OWNED,0,0
7,30,ISLAM,N/A,0,0,1,1,0,1,0,"Yes, Private",Owned,OWNED,0,0
7,31,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",Common,OWNED,0,1
7,32,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,1,0
7,33,ISLAM,N/A,0,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
7,34,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
7,35,ISLAM,N/A,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,1,1
7,36,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
7,37,HINDUISM,N/A,0,0,1,0,0,4,0,"Yes, Government",None,OWNED,1,0
7,38,ISLAM,N/A,0,0,0,0,1,4,1,"Yes, Private",None,OWNED,0,0
7,39,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,1
7,40,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Government",Owned,OWNED,0,1
7,41,ISLAM,N/A,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
7,42,ISLAM,N/A,0,0,0,1,0,0,0,"Yes, Private",None,OWNED,0,1
7,43,HINDUISM,N/A,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,1
7,44,ISLAM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,0
7,45,ISLAM,N/A,0,0,0,1,0,1,0,"Yes, Private",None,OWNED,0,1
7,46,ISLAM,N/A,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,0,1
7,47,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,1,1
7,48,ISLAM,N/A,0,1,0,0,0,0,0,"Yes, Government",None,RENTED,0,0
7,49,ISLAM,N/A,0,0,0,1,0,1,0,"Yes, Private",None,OWNED,0,0
7,50,ISLAM,N/A,0,0,1,0,0,2,0,No,None,OWNED,0,0
7,51,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,1
7,52,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,1
7,53,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,1
7,54,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Government",None,OWNED,0,1
7,55,HINDUISM,N/A,0,0,0,0,1,3,2,"Yes, Private",Owned,OWNED,0,1
7,56,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,1
7,57,HINDUISM,N/A,0,0,1,0,0,3,4,"Yes, Private",None,OWNED,0,1
7,58,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,0,1
7,59,CHRISTIANITY,N/A,1,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,1
7,60,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,1
7,61,HINDUISM,N/A,0,0,1,0,0,2,1,"Yes, Private",None,OWNED,0,0
7,62,HINDUISM,N/A,0,0,0,1,0,1,0,"Yes, Government",None,OWNED,0,0
7,63,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,1
7,64,HINDUISM,N/A,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,1
7,65,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,1,0
7,66,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
7,67,HINDUISM,N/A,0,0,1,1,0,2,0,"Yes, Private",Owned,OWNED,0,0
7,68,ISLAM,N/A,0,0,0,1,0,2,3,"Yes, Private",None,OWNED,0,1
7,69,ISLAM,N/A,0,0,0,0,1,3,2,"Yes, Private",None,OWNED,0,1
7,70,HINDUISM,N/A,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,1,1
7,71,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
7,72,ISLAM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,0
7,73,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,1
7,74,ISLAM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
7,75,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
7,76,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,1,1
7,77,HINDUISM,N/A,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,1
7,78,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,1
7,79,HINDUISM,N/A,0,0,0,0,1,5,3,"Yes, Private",Owned,OWNED,0,0
7,80,HINDUISM,N/A,0,0,0,0,1,3,1,"Yes, Private",Owned,OWNED,0,0
7,81,ISLAM,N/A,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
7,82,HINDUISM,N/A,0,0,0,0,1,2,1,"Yes, Private",None,OWNED,1,1
7,83,HINDUISM,N/A,0,0,0,0,1,2,0,"Yes, Private",Owned,OWNED,0,0
7,84,HINDUISM,N/A,0,0,1,0,0,3,2,"Yes, Government",None,OWNED,0,0
7,85,HINDUISM,N/A,0,0,1,1,0,1,0,"Yes, Private",Owned,OWNED,0,0
7,86,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,0,0
7,87,HINDUISM,N/A,0,0,0,1,0,3,0,"Yes, Private",Owned,OWNED,0,0
7,88,HINDUISM,N/A,0,0,1,0,0,4,1,"Yes, Private",Owned,OWNED,0,0
7,89,HINDUISM,N/A,0,0,0,0,1,5,2,"Yes, Private",Owned,OWNED,1,0
7,90,HINDUISM,N/A,0,0,0,0,1,5,3,"Yes, Private",None,OWNED,0,0
7,91,HINDUISM,N/A,0,0,0,0,1,2,2,"Yes, Private",Owned,OWNED,1,0
7,92,HINDUISM,N/A,0,0,0,0,1,2,1,"Yes, Private",Owned,OWNED,0,0
7,93,HINDUISM,N/A,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,1,0
7,94,HINDUISM,N/A,0,0,1,0,0,1,0,"Yes, Private",Owned,OWNED,1,0
